ccdc_id,smi,rename_id,Spin-state behaviour,Spin-state of crystal structure
QIDKOE,CCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCC,comp_155,spin-crossover,low-spin
QIDKUK,CCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCC,comp_155,spin-crossover,low-spin
QIDLAR,CCCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCCC,comp_156,low-spin,low-spin
QIDLEV,CCCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCCC,comp_156,low-spin,low-spin
QIDLIZ,CCCCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCCCC,comp_157,low-spin,low-spin
QIDLOF,CCCCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCCCC,comp_157,low-spin,low-spin
QIDLUL,CCCCCCCCCCCCCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCCCCCCCCCCCCC,comp_158,spin-crossover,high-spin
QIDLUL01,CCCCCCCCCCCCCCCCn1nc-2[n+](n1)[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5nn(n1)CCCCCCCCCCCCCCCC,comp_158,spin-crossover,mixture
QOMDAY,c1cc[n+]2c(c1)Nc3cccc-4[n+]3[Fe]25([n+]6ccccc6Nc7[n+]5c4ccc7)(N=C=S)N=C=S,comp_159,spin-crossover,high-spin
QOMDAY01,c1cc[n+]2c(c1)Nc3cccc-4[n+]3[Fe]25([n+]6ccccc6Nc7[n+]5c4ccc7)(N=C=S)N=C=S,comp_159,spin-crossover,mixture
QOMDAY02,c1cc[n+]2c(c1)Nc3cccc-4[n+]3[Fe]25([n+]6ccccc6Nc7[n+]5c4ccc7)(N=C=S)N=C=S,comp_159,spin-crossover,low-spin
QOSVOJ,c1ccc(cc1)c2[nH]cc3[n+]2[Fe]4567[n+]8c(c[nH]c8c9ccccc9)C=[N+]4CCN(CC[N+]5=C3)CC[N+]6=Cc1[n+]7c([nH]c1)c1ccccc1,comp_160,high-spin,high-spin
QOZNOL,c1ccc(cc1)C[C@@H]2COC3=[N+]2[Fe]456([n+]7c3cccc7C8=[N+]4[C@@H](CO8)Cc9ccccc9)[n+]1c(cccc1C1=[N+]5[C@@H](CO1)Cc1ccccc1)C1=[N+]6[C@@H](CO1)Cc1ccccc1,comp_161,high-spin,high-spin
QUHWAT,C[N@@+]12CC[N@@+]3([Fe]1([n+]4ccccc4C2)([n+]5ccccc5C3)(N=C=[Se])N=C=[Se])C,comp_162,spin-crossover,high-spin
QUHWAT01,C[N@@+]12CC[N@@+]3([Fe]1([n+]4ccccc4C2)([n+]5ccccc5C3)(N=C=[Se])N=C=[Se])C,comp_162,spin-crossover,mixture
QUHWAT02,C[N@+]12CC[N@+]3([Fe]1([n+]4ccccc4C2)([n+]5ccccc5C3)(N=C=[Se])N=C=[Se])C,comp_163,high-spin,high-spin
QUNYAA,c1cc2c3c(c4ccc[n+]5c4c2[n+](c1)[Fe]56([n+]7cccc8c7c9[n+]6cccc9c1c8nsn1)(N=C=S)N=C=S)nsn3,comp_164,spin-crossover,low-spin
QUNYEE01,c1cc2c3c(c4ccc[n+]5c4c2[n+](c1)[Fe]56([n+]7cccc8c7c9[n+]6cccc9c1c8nsn1)(N=C=S)N=C=S)nsn3,comp_164,spin-crossover,high-spin
QUNYEE,c1cc2c3c(c4ccc[n+]5c4c2[n+](c1)[Fe]56([n+]7cccc8c7c9[n+]6cccc9c1c8nsn1)(N=C=S)N=C=S)nsn3,comp_164,spin-crossover,low-spin
RESWES,[BH-]12n3c(c(c([n+]3[Fe]45([n+]6n1c(c(c6C)C)C)([n+]7n2c(c(c7C)C)C)[n+]8c(c(c(n8[BH-](n9[n+]4c(c(c9C)C)C)n1[n+]5c(c(c1C)C)C)C)C)C)C)C)C,comp_165,high-spin,high-spin
RESWIW,[B-]12(n3ccc([n+]3[Fe]45([n+]6n1ccc6C7CC7)([n+]8n2ccc8C9CC9)[n+]1c(ccn1[B-](n1[n+]4c(cc1)C1CC1)(n1[n+]5c(cc1)C1CC1)n1ccc(n1)C1CC1)C1CC1)C1CC1)n1ccc(n1)C1CC1,comp_166,spin-crossover,high-spin
RESWIW01,[B-]12(n3ccc([n+]3[Fe]45([n+]6n1ccc6C7CC7)([n+]8n2ccc8C9CC9)[n+]1c(ccn1[B-](n1[n+]4c(cc1)C1CC1)(n1[n+]5c(cc1)C1CC1)n1ccc(n1)C1CC1)C1CC1)C1CC1)n1ccc(n1)C1CC1,comp_166,spin-crossover,mixture
REWPOZ,c1cc-2[n+]3c(c1)-n4cc(c[n+]4[Fe]356([n+]7n2cc(c7)Br)[n+]8cc(cn8-c9[n+]5c(ccc9)-n1[n+]6cc(c1)Br)Br)Br,comp_167,spin-crossover,high-spin
REWPUF,c1cc-2[n+]3c(c1)-n4cc(c[n+]4[Fe]356([n+]7n2cc(c7)Cl)[n+]8cc(cn8-c9[n+]5c(ccc9)-n1[n+]6cc(c1)Cl)Cl)Cl,comp_168,spin-crossover,high-spin
REWPUF02,c1cc-2[n+]3c(c1)-n4cc(c[n+]4[Fe]356([n+]7n2cc(c7)Cl)[n+]8cc(cn8-c9[n+]5c(ccc9)-n1[n+]6cc(c1)Cl)Cl)Cl,comp_168,spin-crossover,low-spin
RIZSOI,c1cc[n+]2c(c1)-c3csc4[n+]3[Fe]256([n+]7ccccc7-c8[n+]5c(sc8)Nc9[n+]6ccnc9)[n+]1ccncc1N4,comp_169,spin-crossover,low-spin
RONPIT41,c1ccc(cc1)c2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)c8ccccc8)(N=C=S)N=C=S,comp_170,spin-crossover,high-spin
RONPIT39,c1ccc(cc1)c2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)c8ccccc8)(N=C=S)N=C=S,comp_170,spin-crossover,low-spin
RONPIT26,c1ccc(cc1)c2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)c8ccccc8)(N=C=S)N=C=S,comp_170,spin-crossover,high-spin
RONPIT34,c1ccc(cc1)c2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)c8ccccc8)(N=C=S)N=C=S,comp_170,spin-crossover,low-spin
RUCJEF,c1ccnc(c1)C23c4cccc[n+]4[Fe]56([n+]7c2cccc7)([n+]8c3cccc8)[n+]9ccccc9C(c1[n+]5cccc1)(c1[n+]6cccc1)c1ccccn1,comp_171,low-spin,low-spin
SIXJUE,c1cc-2[n+](nc1)[Fe]34([n+]5c2cccn5)([n+]6c(cccn6)-c7[n+]3nccc7)[n+]8c(cccn8)-c9[n+]4nccc9,comp_172,low-spin,low-spin
TEKHAU,Cc1cccc2[n+]1[Fe]34([n+]5ccccc5CC[N+]3(C2)Cc6[n+]4c(ccc6)C)(N=C=S)N=C=S,comp_173,high-spin,high-spin
TEKHEY,Cc1cccc2[n+]1[Fe]34([n+]5c(cccc5C[N+]3(C2)CC[N+]4(C)C)C)(N=C=S)N=C=S,comp_174,high-spin,high-spin
TEKHIC,C[N+]1(CC[N+]23[Fe]1([n+]4ccccc4C2)([n+]5ccccc5C3)(N=C=S)N=C=S)C,comp_175,high-spin,high-spin
TEKHOI,CC(=[N+]1CC[N+]23[Fe]1([n+]4ccccc4C2)([n+]5ccccc5C3)(N=C=S)N=C=S)C,comp_176,high-spin,high-spin
TEKHUO,CN(C)C(=[N+]1CC[N+]23[Fe]1([n+]4ccccc4C2)([n+]5ccccc5C3)(N=C=S)N=C=S)N(C)C,comp_177,high-spin,high-spin
TESMAF,Cc1n(nc-2[n+]1[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5c(n(n1)C)C)C,comp_178,spin-crossover,mixture
TESLUY,Cc1n(nc-2[n+]1[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5c(n(n1)C)C)C,comp_178,low-spin,low-spin
TETXAR,Cc1[nH]nc-2[n+]1[Fe]345([n+]6cccc7c6c8[n+]3c2ccc8cc7)[n+]9cccc1c9c2[n+]4c(ccc2cc1)-c1[n+]5c([nH]n1)C,comp_179,spin-crossover,low-spin
TIHTAF01,c1cc[n+]2c(c1)C[N+]34[Fe]25([NH2+]CC3)([n+]6ccccc6C4)[n+]7cc[nH]c7-c8[n+]5cc[nH]8,comp_180,spin-crossover,high-spin
TIHTAF,c1cc[n+]2c(c1)C[N+]34[Fe]25([NH2+]CC3)([n+]6ccccc6C4)[n+]7cc[nH]c7-c8[n+]5cc[nH]8,comp_180,spin-crossover,low-spin
TISWIC,Cc1cnc2c3ccc[n+]4c3c5c(c2n1)ccc[n+]5[Fe]4(N=C=S)(N=C=S)([n+]6ccccc6)[n+]7ccccc7,comp_181,spin-crossover,high-spin
TISWIC01,Cc1cnc2c3ccc[n+]4c3c5c(c2n1)ccc[n+]5[Fe]4(N=C=S)(N=C=S)([n+]6ccccc6)[n+]7ccccc7,comp_181,spin-crossover,low-spin
TULHEQ,CCc1cccc(c1n2c(cc-3[n+]2[Fe]456([n+]7c3cccc7-c8[n+]4n(c(c8)O)c9c(cccc9CC)CC)[n+]1c(cccc1-c1[n+]5n(c(c1)O)c1c(cccc1CC)CC)-c1[n+]6n(c(c1)O)c1c(cccc1CC)CC)O)CC,comp_182,spin-crossover,low-spin
TULHIU,c1cc(c(c(c1)F)n2c(cc-3[n+]2[Fe]456([n+]7c3cccc7-c8[n+]4n(c(c8)O)c9c(cccc9F)F)[n+]1c(cccc1-c1[n+]5n(c(c1)O)c1c(cccc1F)F)-c1[n+]6n(c(c1)O)c1c(cccc1F)F)O)F,comp_183,high-spin,high-spin
TUNBIN,CCn1c[n+](nn1)[Fe]([n+]2cn(nn2)CC)([n+]3cn(nn3)CC)([n+]4cn(nn4)CC)([n+]5cn(nn5)CC)[n+]6cn(nn6)CC,comp_184,spin-crossover,mixture
UCIGUJ,c1cc[n+]2c(c1)-c3c(c(c-4n3[Fe]256(n7c(c(c(c7-c8[n+]5cccc8)SC#N)SC#N)-c9[n+]6cccc9)[n+]1c4cccc1)SC#N)SC#N,comp_185,high-spin,high-spin
UFIPIJ01,c1ccc(cc1)[N+]2=C(c3cccc[n+]3[Fe]24([n+]5ccccc5C(=[N+]4c6ccccc6)c7ccccn7)(N=C=S)N=C=S)c8ccccn8,comp_186,spin-crossover,high-spin
UFIPIJ,c1ccc(cc1)[N+]2=C(c3cccc[n+]3[Fe]24([n+]5ccccc5C(=[N+]4c6ccccc6)c7ccccn7)(N=C=S)N=C=S)c8ccccn8,comp_186,spin-crossover,low-spin
ULAHIY,c1c[n+](c[nH]1)[Fe]([n+]2cc[nH]c2)([n+]3cc[nH]c3)([n+]4cc[nH]c4)([n+]5cc[nH]c5)[n+]6cc[nH]c6,comp_187,high-spin,high-spin
UZAXUQ,c1cc2c(c(ccc2)/C=N/n3c-4[n+](nc3c5ncccc5)[Fe]6([n+]7nc(n(c7-c8[n+]6cccc8)/N=C/c9c2c(ccc9)cccc2)c2ncccc2)([n+]2c4cccc2)(N=C=S)N=C=S)cc1,comp_188,spin-crossover,high-spin
UZELAN,Cc1cc([n+]2n1C[N+]34[Fe]2([n+]5c(cc(n5C3)C)C)([n+]6c(cc(n6C4)C)C)(N=C=S)N=C=S)C,comp_189,high-spin,high-spin
VASYOF,Cc1cc[n+]2c(c1)Nc3cccc-4[n+]3[Fe]25([n+]6ccc(cc6Nc7[n+]5c4ccc7)C)(N=C=S)N=C=S,comp_190,high-spin,high-spin
VASYUL01,Cc1ccc[n+]2c1Nc3cccc-4[n+]3[Fe]25([n+]6cccc(c6Nc7[n+]5c4ccc7)C)(N=C=S)N=C=S,comp_191,spin-crossover,high-spin
VASYUL,Cc1ccc[n+]2c1Nc3cccc-4[n+]3[Fe]25([n+]6cccc(c6Nc7[n+]5c4ccc7)C)(N=C=S)N=C=S,comp_191,spin-crossover,low-spin
VASZEW,c1ccc2c(c1)cc[n+]3c2Nc4cccc-5[n+]4[Fe]36([n+]7ccc8ccccc8c7Nc9[n+]6c5ccc9)(N=C=S)N=C=S,comp_192,spin-crossover,high-spin
VASZEW01,c1ccc2c(c1)cc[n+]3c2Nc4cccc-5[n+]4[Fe]36([n+]7ccc8ccccc8c7Nc9[n+]6c5ccc9)(N=C=S)N=C=S,comp_192,spin-crossover,low-spin
VEWVEY,Cc1cccc-2[n+]1[Fe]34([n+]5c2cccc5)([n+]6ccccc6-c7[n+]3c(ccc7)C)[n+]8ccccc8-c9[n+]4c(ccc9)C,comp_193,spin-crossover,high-spin
VEYTIC,c1ccc2c(c1)[nH]c-3[n+]2[Fe]45([n+]6c3[nH]c7c6cccc7)([n+]8c9ccccc9[nH]c8-c1[n+]4c2ccccc2[nH]1)[n+]1c2ccccc2[nH]c1-c1[n+]5c2ccccc2[nH]1,comp_194,high-spin,high-spin
VEYTEY,c1ccc2c(c1)[nH]c-3[n+]2[Fe]45([n+]6c3[nH]c7c6cccc7)([n+]8c9ccccc9[nH]c8-c1[n+]4c2ccccc2[nH]1)[n+]1c2ccccc2[nH]c1-c1[n+]5c2ccccc2[nH]1,comp_194,high-spin,high-spin
VIFNAC,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCCCl)([n+]3cn(nn3)CCCCl)([n+]4cn(nn4)CCCCl)([n+]5cn(nn5)CCCCl)[n+]6cn(nn6)CCCCl)CCCCl,comp_195,spin-crossover,high-spin
VIFNAC01,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCCCl)([n+]3cn(nn3)CCCCl)([n+]4cn(nn4)CCCCl)([n+]5cn(nn5)CCCCl)[n+]6cn(nn6)CCCCl)CCCCl,comp_195,spin-crossover,mixture
VILZAT,C=CCn1ccc-2[n+]1[Fe]345([n+]6c2cccc6-c7[n+]3n(cc7)CC=C)[n+]8c(cccc8-c9[n+]4n(cc9)CC=C)-c1[n+]5n(cc1)CC=C,comp_196,high-spin,high-spin
VILZEX,c1ccc(cc1)Cn2ccc-3[n+]2[Fe]456([n+]7c3cccc7-c8[n+]4n(cc8)Cc9ccccc9)[n+]1c(cccc1-c1[n+]5n(cc1)Cc1ccccc1)-c1[n+]6n(cc1)Cc1ccccc1,comp_197,high-spin,high-spin
VILZOH,Cn1ccc-2[n+]1[Fe]345([n+]6c2cccc6-c7[n+]3n(cc7)C)[n+]8c(cccc8-c9[n+]4n(cc9)C)-c1[n+]5n(cc1)C,comp_198,high-spin,high-spin
VIMBAW,Cn1ccc-2[n+]1[Fe]345([n+]6c2cccc6-c7[n+]3n(cc7)C)[n+]8c(cccc8-c9[n+]4n(cc9)C)-c1[n+]5n(cc1)C,comp_198,high-spin,high-spin
VOJPAM,CCCCn1c[n+](nn1)[Fe]([n+]2cn(nn2)CCCC)([n+]3cn(nn3)CCCC)([n+]4cn(nn4)CCCC)([n+]5cn(nn5)CCCC)[n+]6cn(nn6)CCCC,comp_199,spin-crossover,high-spin
VUJRIC,Cc1cc([n+]2n1[C+]3n4c(cc([n+]4[Fe]256([n+]7n3c(cc7C)C)[n+]8c(cc(n8[C+](n9[n+]5c(cc9C)C)n1[n+]6c(cc1C)C)C)C)C)C)C,comp_200,spin-crossover,low-spin
WAHKEX01,c1cc[n+]2c(c1)CC[N+]34[Fe]2([n+]5ccccc5C3)([n+]6ccccc6C4)(N=C=S)N=C=S,comp_201,spin-crossover,high-spin
WAHKEX,c1cc[n+]2c(c1)CC[N+]34[Fe]2([n+]5ccccc5C3)([n+]6ccccc6C4)(N=C=S)N=C=S,comp_201,spin-crossover,low-spin
WATJEJ,c1ccc(cc1)C#Cc2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)C#Cc8ccccc8)(N=C=[Se])N=C=[Se],comp_202,spin-crossover,mixture
WATJEJ01,c1ccc(cc1)C#Cc2ccc(cc2)[N+]3=Cc4cccc[n+]4[Fe]35([n+]6ccccc6C=[N+]5c7ccc(cc7)C#Cc8ccccc8)(N=C=[Se])N=C=[Se],comp_202,spin-crossover,low-spin
WEKJED,CC1=[N+]2CC[NH2+][Fe]234([NH2+]CC[N+]3=C(c5[n+]4cccc5)C)[n+]6c1cccc6,comp_203,low-spin,low-spin
WEKJIH,CC1=[N+]2CC[N@H+]([Fe]234([n+]5c1cccc5)[n+]6ccccc6C(=[N+]3CC[N@@H+]4C)C)C,comp_204,low-spin,low-spin
WIDGEW,c1cc2[n+]3c(c1)-c4cccc5[n+]4[Fe]3([n+]6cccn6C2)([n+]7cccn7C5)(N=C=S)N=C=S,comp_205,spin-crossover,high-spin
WIDGIA,Cc1cc([n+]2n1Cc3cccc-4[n+]3[Fe]25([n+]6c(cc(n6Cc7[n+]5c4ccc7)C)C)(N=C=S)N=C=S)C,comp_206,high-spin,high-spin
WIDGOG,Cc1cc([n+]2n1Cc3cccc-4[n+]3[Fe]25([n+]6c(cc(n6Cc7[n+]5c4ccc7)C)C)([N+]#C[N-]C#N)[N+]#C[N-]C#N)C,comp_207,high-spin,high-spin
WIFZUG,c1ccc(cc1)/C=C/c2cc[n+](cc2)[Fe]([n+]3ccc(cc3)/C=C/c4ccccc4)([n+]5ccc(cc5)/C=C/c6ccccc6)([n+]7ccc(cc7)/C=C/c8ccccc8)(N=C=S)N=C=S,comp_208,spin-crossover,high-spin
WIGBAP,c1ccc(cc1)/C=C\c2cc[n+](cc2)[Fe]([n+]3ccc(cc3)/C=C\c4ccccc4)([n+]5ccc(cc5)/C=C\c6ccccc6)([n+]7ccc(cc7)/C=C\c8ccccc8)(N=C=S)N=C=S,comp_209,high-spin,high-spin
XADFEN,Cc1[n+]2c(no1)-c3cccc-4[n+]3[Fe]256([n+]7c4cccc7)[n+]8ccccc8-c9[n+]5c(ccc9)-c1[n+]6c(on1)C,comp_210,spin-crossover,low-spin
XAMNII,c1cn2[n+](c1)[Fe]345([n+]6cccn6C2n7[n+]3ccc7)[n+]8cccn8C(n9[n+]4ccc9)n1[n+]5ccc1,comp_211,spin-crossover,low-spin
XAMNII01,c1cn2[n+](c1)[Fe]345([n+]6cccn6C2n7[n+]3ccc7)[n+]8cccn8C(n9[n+]4ccc9)n1[n+]5ccc1,comp_211,spin-crossover,low-spin
XEVYUS,c1cn2[n+](c1)[Fe]345([n+]6cccn6C2n7[n+]3ccc7)[n+]8cccn8C(n9[n+]4ccc9)n1[n+]5ccc1,comp_211,spin-crossover,low-spin
XECMIB01,c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)[N+]4=Cc5cccc[n+]5[Fe]46([n+]7ccccc7C=[N+]6c8ccc(cc8)c9ccc(cc9)c1ccccc1)(N=C=S)N=C=S,comp_212,spin-crossover,high-spin
XECMIB02,c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)[N+]4=Cc5cccc[n+]5[Fe]46([n+]7ccccc7C=[N+]6c8ccc(cc8)c9ccc(cc9)c1ccccc1)(N=C=S)N=C=S,comp_212,spin-crossover,low-spin
XECNAU01,c1ccc(cc1)/N=N/c2ccc(cc2)[N+]3=Cc4[n+](cccc4)[Fe]35([N+](=Cc6[n+]5cccc6)c7ccc(cc7)/N=N/c8ccccc8)(N=C=S)N=C=S,comp_213,spin-crossover,high-spin
XECNAU,c1ccc(cc1)/N=N/c2ccc(cc2)[N+]3=Cc4[n+](cccc4)[Fe]35([N+](=Cc6[n+]5cccc6)c7ccc(cc7)/N=N/c8ccccc8)(N=C=S)N=C=S,comp_213,spin-crossover,low-spin
XOCFIF,CC(=O)Sc1ccc(cc1)C#Cc2cc-3[n+]4c(c2)-n5ccc[n+]5[Fe]467([n+]8n3ccc8)[n+]9cccn9-c1[n+]6c(cc(c1)C#Cc1ccc(cc1)SC(=O)C)-n1[n+]7ccc1,comp_214,spin-crossover,low-spin
XODCEB,c1ccc(cc1)c2cc-3[n+]([nH]2)[Fe]456(n7c8ccccc8nc7-c9[n+]4c3ccc9)n1c2ccccc2nc1-c1[n+]5c(ccc1)-c1[n+]6[nH]c(c1)c1ccccc1,comp_215,low-spin,low-spin
XUGGEO,c1cc[n+]2c(c1)C[N@@H+]3[Fe]24([n+]5ccccc5C[N@H+]4[C@H]6[C@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_216,spin-crossover,high-spin
XUGGEO02,c1cc[n+]2c(c1)C[N@@H+]3[Fe]24([n+]5ccccc5C[N@H+]4[C@H]6[C@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_216,spin-crossover,low-spin
XUGGEO01,c1cc[n+]2c(c1)C[N@@H+]3[Fe]24([n+]5ccccc5C[N@H+]4[C@H]6[C@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_216,spin-crossover,high-spin
XUGGEO03,c1cc[n+]2c(c1)C[N@@H+]3[Fe]24([n+]5ccccc5C[N@H+]4[C@H]6[C@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_216,spin-crossover,low-spin
XUGGUE,c1cc[n+]2c(c1)C[N@@H+]3[Fe]24([n+]5ccccc5C[N@H+]4[C@H]6[C@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_216,high-spin,high-spin
XUGGIS01,c1cc[n+]2c(c1)C[N@H+]3[Fe]24([n+]5ccccc5C[N@@H+]4[C@@H]6[C@@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_217,spin-crossover,high-spin
XUGGIS,c1cc[n+]2c(c1)C[N@H+]3[Fe]24([n+]5ccccc5C[N@@H+]4[C@@H]6[C@@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_217,spin-crossover,low-spin
XUGHAL,c1cc[n+]2c(c1)C[N@H+]3[Fe]24([n+]5ccccc5C[N@@H+]4[C@@H]6[C@@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_217,spin-crossover,high-spin
XUGGIS02,c1cc[n+]2c(c1)C[N@H+]3[Fe]24([n+]5ccccc5C[N@@H+]4[C@@H]6[C@@H]3CCCC6)(N=C=[Se])N=C=[Se],comp_217,spin-crossover,low-spin
YAGYIP01,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCBr)([n+]3cn(nn3)CCBr)([n+]4cn(nn4)CCBr)([n+]5cn(nn5)CCBr)[n+]6cn(nn6)CCBr)CCBr,comp_218,spin-crossover,high-spin
YAGYIP,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCBr)([n+]3cn(nn3)CCBr)([n+]4cn(nn4)CCBr)([n+]5cn(nn5)CCBr)[n+]6cn(nn6)CCBr)CCBr,comp_218,spin-crossover,low-spin
YAGYUB01,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCI)([n+]3cn(nn3)CCI)([n+]4cn(nn4)CCI)([n+]5cn(nn5)CCI)[n+]6cn(nn6)CCI)CCI,comp_219,spin-crossover,high-spin
YAGYUB,c1n(nn[n+]1[Fe]([n+]2cn(nn2)CCI)([n+]3cn(nn3)CCI)([n+]4cn(nn4)CCI)([n+]5cn(nn5)CCI)[n+]6cn(nn6)CCI)CCI,comp_219,spin-crossover,low-spin
YAMXAL,c1cc[n+]2c(c1)C[N+]34[Fe]256([n+]7ccccc7C3)[n+]8ccccc8C[N+]5(Cc9[n+]6cccc9)[C@H]1[C@H]4CCCC1,comp_220,spin-crossover,low-spin
YECMAW,c1ccnc(c1)N2c3cccc[n+]3[Fe]456([n+]7ccccc7N(c8[n+]4c2ccc8)c9ccccn9)[n+]1ccccc1N(c1[n+]5c(ccc1)N(c1[n+]6cccc1)c1ccccn1)c1ccccn1,comp_221,spin-crossover,low-spin
YEQKIR,CC(C)n1c[n+](nn1)[Fe]([n+]2cn(nn2)C(C)C)([n+]3cn(nn3)C(C)C)([n+]4cn(nn4)C(C)C)([n+]5cn(nn5)C(C)C)[n+]6cn(nn6)C(C)C,comp_222,spin-crossover,high-spin
YIMYEZ,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7cccn7C(n8[n+]5ccc8)n9[n+]6ccc9)[n+]1n3c(cc1C)C)C)C)C,comp_223,spin-crossover,low-spin
YIMYEZ02,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7cccn7C(n8[n+]5ccc8)n9[n+]6ccc9)[n+]1n3c(cc1C)C)C)C)C,comp_223,spin-crossover,high-spin
YIMYEZ01,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7cccn7C(n8[n+]5ccc8)n9[n+]6ccc9)[n+]1n3c(cc1C)C)C)C)C,comp_223,spin-crossover,low-spin
YIMYID04,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7cc(cn7C(n8[n+]5cc(c8)C)n9[n+]6cc(c9)C)C)[n+]1n3c(cc1C)C)C)C)C,comp_224,spin-crossover,high-spin
YIMYID02,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7cc(cn7C(n8[n+]5cc(c8)C)n9[n+]6cc(c9)C)C)[n+]1n3c(cc1C)C)C)C)C,comp_224,spin-crossover,low-spin
YIMYOJ,Cc1cc([n+]2n1C3n4c(cc([n+]4[Fe]256([n+]7cccn7C(n8[n+]5ccc8)(n9[n+]6ccc9)CO)[n+]1n3c(cc1C)C)C)C)C,comp_225,spin-crossover,low-spin
YIVSEB,Cc1n(nc-2[n+]1[Fe]34([n+]5c2cccc5)([n+]6ccccc6-c7[n+]3c(n(n7)C)C)[n+]8ccccc8-c9[n+]4c(n(n9)C)C)C,comp_226,spin-crossover,high-spin
YUJBUB01,Cc1cc[n+]2n1C3n4ccc([n+]4[Fe]256([n+]7ccc(n7C(n8[n+]5c(cc8)C)n9[n+]6c(cc9)C)C)[n+]1n3ccc1C)C,comp_227,spin-crossover,mixture
YUJBUB,Cc1cc[n+]2n1C3n4ccc([n+]4[Fe]256([n+]7ccc(n7C(n8[n+]5c(cc8)C)n9[n+]6c(cc9)C)C)[n+]1n3ccc1C)C,comp_227,spin-crossover,low-spin
YUYHOR01,[BH3-]C#[N+][Fe]123([n+]4ccccc4C[N@H+]1CC[N@@H+]2Cc5[n+]3cccc5)[N+]#C[BH3-],comp_228,spin-crossover,high-spin
YUYHOR,[BH3-]C#[N+][Fe]123([n+]4ccccc4C[N@H+]1CC[N@@H+]2Cc5[n+]3cccc5)[N+]#C[BH3-],comp_228,spin-crossover,low-spin
YUZTOD,c1cc(cnc1)c2cc-3[n+]4c(c2)-n5ccc[n+]5[Fe]467([n+]8n3ccc8)[n+]9cccn9-c1[n+]6c(cc(c1)c1cccnc1)-n1[n+]7ccc1,comp_229,spin-crossover,low-spin
